metadata_alive,metadata_alive_since,metadata_anonymity,metadata_average_timeout,metadata_first_seen,metadata_asn,metadata_asname,metadata_city,metadata_continent,metadata_continent_code,metadata_country,metadata_country_code,metadata_district,metadata_hosting,metadata_isp,metadata_latitude,metadata_longitude,metadata_mobile,metadata_org,metadata_proxy,metadata_region,metadata_status,metadata_timezone,metadata_zip,metadata_last_update,metadata_last_seen,dest_port,metadata_protocol,metadata_proxy_address,metadata_ssl,metadata_timeout,metadata_times_alive,metadata_times_dead,metadata_uptime,dest_ip
True,1766912520.4592,elite,120.97289861194,1742332719.9773,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Frankfurt am Main,Europe,EU,Germany,DE,,True,Gerondata LTD,50.1109,8.68213,False,Gerondata LTD,True,Hesse,success,Europe/Berlin,60313,1767083321,1767602826.7516,80,http,102.177.176.204:80,False,27.953624725342,108745,4572,95.965300881598,102.177.176.204
True,1766162718.4399,elite,132.00468874253,1756298169.8043,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Frankfurt am Main,Europe,EU,Germany,DE,,True,Gerondata LTD,50.1109,8.68213,False,Gerondata LTD,True,Hesse,success,Europe/Berlin,60313,1767186762,1767602826.6836,80,http,102.177.176.186:80,False,292.62661933899,72908,1268,98.290552200173,102.177.176.186
True,1766230818.1412,elite,142.91759421072,1761068478.6704,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,North America,,Canada,CA,,True,"Cloudflare, Inc.",43.6532,-79.3832,False,"Cloudflare, Inc.",False,Ontario,success,America/Toronto,M5A,1767117365,1767602826.679,80,http,108.162.192.146:80,False,55.254220962524,45560,102,99.776619508563,108.162.192.146
True,1767459005.3192,elite,119.49027903406,1720479715.7248,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,London,Europe,EU,United Kingdom,GB,,True,Invermae Solutions SL,51.5072,-0.127586,False,Invermae Solutions SL,True,England,success,Europe/London,W1B,1767084235,1767602826.6418,80,http,185.238.228.153:80,False,26.997327804565,112553,5694,95.184655847506,185.238.228.153
True,1767458585.9112,elite,119.67978588146,1742334541.5482,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Frankfurt am Main,Europe,EU,Germany,DE,,True,Gerondata LTD,50.1109,8.68213,False,Gerondata LTD,True,Hesse,success,Europe/Berlin,60313,1767083265,1767602826.5853,80,http,102.177.176.159:80,False,79.267263412476,108584,4570,95.961256340916,102.177.176.159
True,1766981422.9223,elite,130.88106159207,1756299714.7823,AS14197 HEALTH MARKET SCIENCE,HMS-ASN,Boca Raton,North America,,United States,US,,False,Health Market Science,26.4076,-80.0977,False,LexisNexis Risk Data Management Inc,True,Florida,success,America/New_York,33487,1767188338,1767602826.5687,80,http,69.84.182.232:80,False,66.742658615112,78064,184,99.764850219814,69.84.182.232
True,1766836549.678,elite,120.08599118445,1742533334.0594,AS201839 Zaymer PJSC,ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,False,MFC Zaymer LLC,55.0386,82.9425,False,Zaymer PJSC,True,Novosibirsk Oblast,success,Asia/Novosibirsk,630000,1767084111,1767602826.5574,80,http,45.67.215.232:80,False,82.08703994751,112108,3200,97.224823949769,45.67.215.232
True,1766981066.5871,elite,143.31555529205,1761066150.934,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,San Francisco,North America,,United States,US,South Beach,True,"Cloudflare, Inc.",37.7803,-122.39,False,Level 3,False,California,success,America/Los_Angeles,94107,1767115099,1767602826.4363,80,http,8.35.211.183:80,False,150.09260177612,45431,105,99.769413211525,8.35.211.183
True,1767298960.6502,elite,142.28566250466,1761068162.5426,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,San Francisco,North America,,United States,US,South Beach,True,"Cloudflare, Inc.",37.7803,-122.39,False,Level 3,False,California,success,America/Los_Angeles,94107,1767117045,1767602826.3307,80,http,8.35.211.166:80,False,72.06916809082,45506,100,99.780730605622,8.35.211.166
True,1766783885.7069,elite,141.93478804659,1761068228.6655,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Frankfurt am Main,Europe,EU,Germany,DE,,True,Gerondata LTD,50.1109,8.68213,False,Gerondata LTD,True,Hesse,success,Europe/Berlin,60313,1767117381,1767602826.1626,80,http,102.177.176.166:80,False,226.05323791504,42933,594,98.635329795299,102.177.176.166
True,1766909020.0787,elite,146.22804215239,1764742318.3612,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,San Francisco,North America,,United States,US,South Beach,True,"Cloudflare, Inc.",37.7803,-122.39,False,Level 3,False,California,success,America/Los_Angeles,94107,1767161866,1767602826.0538,80,http,8.35.211.14:80,False,386.18397712708,19262,5,99.974048891888,8.35.211.14
True,1767584615.9163,elite,119.96148795675,1742563206.3527,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,New York,North America,,United States,US,,True,"Cloudflare London, LLC",40.7191,-74.0091,False,Olo Inc,True,New York,success,America/New_York,10013,1767083124,1767602826.0494,80,http,216.205.52.221:80,False,244.84944343567,111664,738,99.343428052882,216.205.52.221
True,1767067664.2179,elite,120.48963035192,1720479846.0113,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,London,Europe,EU,United Kingdom,GB,,True,Invermae Solutions SL,51.5072,-0.127586,False,Invermae Solutions SL,True,England,success,Europe/London,W1B,1767084051,1767602825.769,80,http,185.238.228.235:80,False,17.712116241455,112311,4846,95.863670117876,185.238.228.235
True,1766884031.8926,elite,119.58606628923,1720478811.3722,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,London,Europe,EU,United Kingdom,GB,,True,Invermae Solutions SL,51.5072,-0.127586,False,Invermae Solutions SL,True,England,success,Europe/London,W1B,1767083360,1767602825.6048,80,http,185.238.228.222:80,False,90.848684310913,112195,2479,97.838219648743,185.238.228.222
True,1766909082.9387,elite,142.27374873154,1761067620.74,AS14197 HEALTH MARKET SCIENCE,HMS-ASN,Boca Raton,North America,,United States,US,,False,Health Market Science,26.4076,-80.0977,False,LexisNexis Risk Data Management Inc,True,Florida,success,America/New_York,33487,1767117541,1767602825.5935,80,http,69.84.182.109:80,False,84.19132232666,45798,98,99.786473766777,69.84.182.109
True,1766142480.9654,elite,120.84535195654,1742333871.6594,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Frankfurt am Main,Europe,EU,Germany,DE,,True,Gerondata LTD,50.1109,8.68213,False,Gerondata LTD,True,Hesse,success,Europe/Berlin,60313,1767083599,1767602825.5316,80,http,102.177.176.136:80,False,52.685022354126,108557,4549,95.978109030467,102.177.176.136
True,1765242581.6316,elite,145.28968035079,1764742772.9645,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,North America,,Canada,CA,,True,"Cloudflare, Inc.",43.6532,-79.3832,False,"Cloudflare, Inc.",False,Ontario,success,America/Toronto,M5A,1767162283,1767602825.4912,80,http,108.162.193.114:80,False,53.452730178833,19314,3,99.984469638143,108.162.193.114
True,1766964375.9267,elite,142.71782887219,1761066003.8957,AS14197 HEALTH MARKET SCIENCE,HMS-ASN,Boca Raton,North America,,United States,US,,False,Health Market Science,26.4076,-80.0977,False,LexisNexis Risk Data Management Inc,True,Florida,success,America/New_York,33487,1767115115,1767602825.4094,80,http,69.84.182.136:80,False,67.511796951294,45810,98,99.786529580901,69.84.182.136
True,1767584987.3324,elite,142.74851692658,1761068487.9939,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Frankfurt am Main,Europe,EU,Germany,DE,,True,Gerondata LTD,50.1109,8.68213,False,Gerondata LTD,True,Hesse,success,Europe/Berlin,60313,1767117557,1767602825.3493,80,http,102.177.176.57:80,False,136.26646995544,42979,605,98.611875917768,102.177.176.57
True,1767458957.0861,elite,139.28413237402,1758987257.5624,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,North America,,Canada,CA,,True,"Cloudflare, Inc.",43.6532,-79.3832,False,"Cloudflare, Inc.",False,Ontario,success,America/Toronto,M5A,1767455913,1767602825.2405,80,http,108.162.192.117:80,False,237.55884170532,61580,105,99.829780335576,108.162.192.117
True,1766433324.0889,elite,143.14422303521,1761067711.2099,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,New York,North America,,United States,US,,True,"Cloudflare London, LLC",40.7191,-74.0091,False,Olo Inc,True,New York,success,America/New_York,10013,1767116545,1767602824.9323,80,http,216.205.52.178:80,False,321.57254219055,44267,96,99.783603453328,216.205.52.178
True,1766908987.2775,elite,119.90400157677,1742583467.2721,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,San Jose,North America,,United States,US,Ballbach and SOFA,True,"Cloudflare London, LLC",37.3329,-121.895,False,"Zoom Video Communications, Inc",True,California,success,America/Los_Angeles,95113,1767082777,1767602824.8414,80,http,170.114.45.25:80,False,63.027381896973,110969,743,99.334896877685,170.114.45.25
True,1766836382.899,elite,145.8973491303,1764742008.6669,AS201839 Zaymer PJSC,ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,False,MFC Zaymer LLC,55.0386,82.9425,False,Zaymer PJSC,False,Novosibirsk Oblast,success,Asia/Novosibirsk,630000,1767161460,1767602824.7716,80,http,45.67.215.135:80,False,456.13670349121,18872,5,99.973512740372,45.67.215.135
True,1767389662.3054,elite,142.11254656224,1765208486.0464,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Washington,North America,,United States,US,,True,"Cloudflare, Inc.",38.9072,-77.0369,False,"CloudFlare, Inc.",False,District of Columbia,success,America/New_York,20068,1767023283,1767602824.5784,80,http,141.101.113.134:80,False,39.96205329895,15817,4,99.974717148094,141.101.113.134
True,1765192280.4285,elite,142.50807175807,1761066643.3209,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Frankfurt am Main,Europe,EU,Germany,DE,,True,Gerondata LTD,50.1109,8.68213,False,Gerondata LTD,True,Hesse,success,Europe/Berlin,60313,1767115518,1767602824.5084,80,http,102.177.176.215:80,False,57.173490524292,42981,600,98.623253252564,102.177.176.215
True,1766564329.5996,elite,145.18641644262,1764742688.1603,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,North America,,Canada,CA,,True,"Cloudflare, Inc.",43.6532,-79.3832,False,"Cloudflare, Inc.",False,Ontario,success,America/Toronto,M5A,1767162589,1767602824.3857,80,http,108.162.193.180:80,False,53.260564804077,19318,3,99.984472853372,108.162.193.180
True,1766607566.0361,elite,143.0942559034,1761066644.2761,AS14197 HEALTH MARKET SCIENCE,HMS-ASN,Boca Raton,North America,,United States,US,,False,Health Market Science,26.4076,-80.0977,False,LexisNexis Risk Data Management Inc,True,Florida,success,America/New_York,33487,1767115977,1767602824.3312,80,http,69.84.182.116:80,False,16.922235488892,45801,102,99.777792301157,69.84.182.116
True,1767299052.4711,elite,119.84602084259,1721624006.1476,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,North America,,Canada,CA,,True,"Cloudflare, Inc.",43.6532,-79.3832,False,"Cloudflare, Inc.",False,Ontario,success,America/Toronto,M5A,1767082814,1767602824.2734,80,http,108.162.192.156:80,False,60.544729232788,114937,4004,96.633625074617,108.162.192.156
True,1767389516.1896,elite,120.01832097813,1742335940.1,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Frankfurt am Main,Europe,EU,Germany,DE,,True,Gerondata LTD,50.1109,8.68213,False,Gerondata LTD,True,Hesse,success,Europe/Berlin,60313,1767083875,1767602824.2722,80,http,102.177.176.37:80,False,262.54558563232,108825,4531,96.002858251879,102.177.176.37
True,1766981036.2825,elite,126.27276812545,1754411381.8279,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Frankfurt am Main,Europe,EU,Germany,DE,,True,Gerondata LTD,50.1109,8.68213,False,Gerondata LTD,True,Hesse,success,Europe/Berlin,60313,1767114446,1767602824.0064,80,http,102.177.176.156:80,False,366.7311668396,85612,1267,98.541649880869,102.177.176.156
True,1766696456.3636,elite,143.01254956174,1761068990.6924,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,North America,,Canada,CA,,True,"Cloudflare, Inc.",43.6532,-79.3832,False,"Cloudflare, Inc.",False,Ontario,success,America/Toronto,M5A,1767118620,1767602823.9517,80,http,108.162.192.113:80,False,378.58271598816,45467,95,99.791492910759,108.162.192.113
True,1766779416.2503,elite,119.69880405732,1742381581.0047,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,New York,North America,,United States,US,,True,"Cloudflare London, LLC",40.7191,-74.0091,False,Olo Inc,True,New York,success,America/New_York,10013,1767083295,1767602823.9333,80,http,216.205.52.117:80,False,185.46772003174,111648,3449,97.003397134591,216.205.52.117
True,1766963997.6547,elite,142.28322312033,1761070334.8288,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Washington,North America,,United States,US,,True,"Cloudflare, Inc.",38.9072,-77.0369,False,"CloudFlare, Inc.",False,District of Columbia,success,America/New_York,20068,1767119414,1767602823.6096,80,http,141.101.113.255:80,False,296.18835449219,44250,98,99.77902047443,141.101.113.255
True,1766783855.3386,elite,144.65480066716,1765209080.8297,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Washington,North America,,United States,US,,True,"Cloudflare, Inc.",38.9072,-77.0369,False,"CloudFlare, Inc.",False,District of Columbia,success,America/New_York,20068,1767023937,1767602823.5798,80,http,141.101.113.170:80,False,194.52714920044,15767,5,99.968298250063,141.101.113.170
True,1767602823.4797,elite,7591.1844657273,1766822539.9467,AS24940 Hetzner Online GmbH,HETZNER-AS,Helsinki,Europe,EU,Finland,FI,,True,Hetzner Online GmbH,60.1719,24.9347,False,Cloud Hel1,False,Uusimaa,success,Europe/Helsinki,00201,1767428888,1767602823.4797,3128,http,77.42.16.164:3128,False,13123.459100723,287,4667,5.7932983447719,77.42.16.164
True,1766542249.9554,elite,129.93614909846,1756296314.7771,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,North America,,Canada,CA,,True,"Cloudflare, Inc.",43.6532,-79.3832,False,"Cloudflare, Inc.",False,Ontario,success,America/Toronto,M5A,1767185316,1767602823.4677,80,http,108.162.192.134:80,False,114.88366127014,77837,129,99.834543262448,108.162.192.134
True,1766912056.2623,elite,145.06060018403,1765208374.8578,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Washington,North America,,United States,US,,True,"Cloudflare, Inc.",38.9072,-77.0369,False,"CloudFlare, Inc.",False,District of Columbia,success,America/New_York,20068,1767023040,1767602823.398,80,http,141.101.113.252:80,False,124.75776672363,15775,3,99.980986183293,141.101.113.252
True,1767062158.1352,elite,143.06828926137,1761067580.3337,AS14197 HEALTH MARKET SCIENCE,HMS-ASN,Boca Raton,North America,,United States,US,,False,Health Market Science,26.4076,-80.0977,False,LexisNexis Risk Data Management Inc,True,Florida,success,America/New_York,33487,1767117375,1767602823.379,80,http,69.84.182.151:80,False,71.56777381897,45721,101,99.779581860242,69.84.182.151
True,1767602823.286,transparent,5585.4756955612,1763898815.9611,AS45820 Tata Teleservices ISP AS,TTSL-MEISISP,Gurugram,Asia,AS,India,IN,,False,Tata Teleservices LTD - Tata Indicom - Cdma Division,28.4597,77.0282,True,Tata Teleservices LTD Cdma,False,Haryana,success,Asia/Kolkata,122002,1767528428,1767602823.286,84,http,14.96.241.97:84,False,3666.0768985748,1699,21094,7.4540429079103,14.96.241.97
True,1767292491.3568,elite,147.24152369529,1764740204.0324,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,North America,,Canada,CA,,True,"Cloudflare, Inc.",43.6532,-79.3832,False,"Cloudflare, Inc.",False,Ontario,success,America/Toronto,M5A,1767159576,1767602823.1449,80,http,108.162.193.130:80,False,41.179180145264,19323,3,99.984476870537,108.162.193.130
True,1766680110.0656,elite,142.70350990744,1764741912.694,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,North America,,Canada,CA,,True,"Cloudflare, Inc.",43.6532,-79.3832,False,"Cloudflare, Inc.",False,Ontario,success,America/Toronto,M5A,1767161770,1767602823.12,80,http,108.162.193.120:80,False,347.16463088989,19308,5,99.974110702636,108.162.193.120
True,1766468218.2231,elite,130.27856200963,1756299715.8509,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,San Jose,North America,,United States,US,Ballbach and SOFA,True,"Cloudflare London, LLC",37.3329,-121.895,False,"Zoom Video Communications, Inc",True,California,success,America/Los_Angeles,95113,1767188253,1767602823.1192,80,http,170.114.45.151:80,False,71.399450302124,75138,186,99.753066751633,170.114.45.151
True,1767067889.3162,elite,131.26976150233,1756298036.5727,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,New York,North America,,United States,US,,True,"Cloudflare London, LLC",40.7191,-74.0091,False,Olo Inc,True,New York,success,America/New_York,10013,1767186590,1767602823.0412,80,http,216.205.52.218:80,False,59.980392456055,75644,196,99.741561181435,216.205.52.218
True,1766784085.7614,elite,141.7182178507,1761070147.4739,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,North America,,Canada,CA,,True,"Cloudflare, Inc.",43.6532,-79.3832,False,"Cloudflare, Inc.",False,Ontario,success,America/Toronto,M5A,1767119187,1767602822.9778,80,http,108.162.193.174:80,False,50.231456756592,45483,100,99.780619967971,108.162.193.174
True,1767458822.478,elite,120.02392156937,1742334830.7465,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Frankfurt am Main,Europe,EU,Germany,DE,,True,Gerondata LTD,50.1109,8.68213,False,Gerondata LTD,True,Hesse,success,Europe/Berlin,60313,1767083725,1767602822.8076,80,http,102.177.176.68:80,False,336.30919456482,108645,4553,95.977844131522,102.177.176.68
True,1766680182.8169,elite,147.34853495825,1765205558.6719,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Washington,North America,,United States,US,,True,"Cloudflare, Inc.",38.9072,-77.0369,False,"CloudFlare, Inc.",False,District of Columbia,success,America/New_York,20068,1767020432,1767602822.7151,80,http,141.101.113.193:80,False,287.7082824707,15796,5,99.968356433137,141.101.113.193
True,1766607481.5194,elite,119.31812589898,1720480256.3976,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,London,Europe,EU,United Kingdom,GB,,True,Invermae Solutions SL,51.5072,-0.127586,False,Invermae Solutions SL,True,England,success,Europe/London,W1B,1767083640,1767602822.6698,80,http,185.238.228.187:80,False,321.98214530945,112116,2506,97.813683237075,185.238.228.187
True,1765223985.5013,elite,119.76649506639,1722337793.1767,AS14197 HEALTH MARKET SCIENCE,HMS-ASN,Boca Raton,North America,,United States,US,,False,Health Market Science,26.4076,-80.0977,False,LexisNexis Risk Data Management Inc,True,Florida,success,America/New_York,33487,1767083653,1767602822.653,80,http,69.84.182.28:80,False,299.9062538147,114687,1759,98.489428576336,69.84.182.28
True,1766433488.2522,elite,126.12397324707,1754411028.4887,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Frankfurt am Main,Europe,EU,Germany,DE,,True,Gerondata LTD,50.1109,8.68213,False,Gerondata LTD,True,Hesse,success,Europe/Berlin,60313,1767114373,1767602822.5804,80,http,102.177.176.64:80,False,48.669576644897,85769,1274,98.536355594361,102.177.176.64
True,1766788657.6014,elite,143.33126593702,1761066576.8273,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Frankfurt am Main,Europe,EU,Germany,DE,,True,Gerondata LTD,50.1109,8.68213,False,Gerondata LTD,True,Hesse,success,Europe/Berlin,60313,1767115695,1767602822.2974,80,http,102.177.176.99:80,False,384.43088531494,42990,596,98.632588445831,102.177.176.99
True,1767584707.0515,elite,141.98559258917,1761067234.4658,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,San Francisco,North America,,United States,US,South Beach,True,"Cloudflare, Inc.",37.7803,-122.39,False,Level 3,False,California,success,America/Los_Angeles,94107,1767116650,1767602822.2765,80,http,8.35.211.181:80,False,73.31919670105,45453,101,99.778285112175,8.35.211.181
True,1766680028.2922,elite,144.3713737024,1764741414.7995,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,North America,,Canada,CA,,True,"Cloudflare, Inc.",43.6532,-79.3832,False,"Cloudflare, Inc.",False,Ontario,success,America/Toronto,M5A,1767161211,1767602822.2433,80,http,108.162.193.196:80,False,153.28311920166,19321,4,99.979301423027,108.162.193.196
True,1767584632.012,elite,119.35064495653,1720480447.6,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,London,Europe,EU,United Kingdom,GB,,True,Invermae Solutions SL,51.5072,-0.127586,False,Invermae Solutions SL,True,England,success,Europe/London,W1B,1767084104,1767602822.1838,80,http,185.238.228.64:80,False,143.29552650452,112590,5759,95.133883683005,185.238.228.64
True,1766378437.512,elite,120.07847750671,1742565718.8513,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,New York,North America,,United States,US,,True,"Cloudflare London, LLC",40.7191,-74.0091,False,Olo Inc,True,New York,success,America/New_York,10013,1767083221,1767602822.1748,80,http,216.205.52.21:80,False,204.08320426941,111539,744,99.337388562828,216.205.52.21
True,1766779694.8709,elite,120.1699010208,1742381470.9026,AS201839 Zaymer PJSC,ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,False,MFC Zaymer LLC,55.0386,82.9425,False,Zaymer PJSC,True,Novosibirsk Oblast,success,Asia/Novosibirsk,630000,1767083494,1767602822.1413,80,http,45.67.215.65:80,False,175.9946346283,112289,3485,96.989825003887,45.67.215.65
True,1766378441.0942,elite,145.74169384928,1765205600.7275,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,San Francisco,North America,,United States,US,South Beach,True,"Cloudflare, Inc.",37.7803,-122.39,False,Level 3,False,California,success,America/Los_Angeles,94107,1767020650,1767602822.0944,80,http,8.35.211.216:80,False,17.871856689453,16251,2,99.987694579462,8.35.211.216
True,1766788780.7516,elite,120.30883042653,1742472349.7536,AS14197 HEALTH MARKET SCIENCE,HMS-ASN,Boca Raton,North America,,United States,US,,False,Health Market Science,26.4076,-80.0977,False,LexisNexis Risk Data Management Inc,True,Florida,success,America/New_York,33487,1767083062,1767602822.0633,80,http,69.84.182.243:80,False,37.710428237915,114847,1027,99.11369245905,69.84.182.243
True,1767602788.3957,elite,2140.4966984485,1766250776.2329,AS63150 BAGE CLOUD LLC,BAGE,Hong Kong,Asia,AS,Hong Kong,HK,,False,Bage Cloud LLC,22.3193,114.169,False,rixCloud Limited,False,Kowloon,success,Asia/Hong_Kong,999077,1767460509,1767602822.0619,80,http,103.102.6.82:80,False,3014.1587257385,7936,1288,86.036426712923,103.102.6.82
True,1763482391.5587,elite,119.68145629142,1742333890.1941,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Frankfurt am Main,Europe,EU,Germany,DE,,True,Gerondata LTD,50.1109,8.68213,False,Gerondata LTD,True,Hesse,success,Europe/Berlin,60313,1767083828,1767602821.9902,80,http,102.177.176.23:80,False,23.803234100342,108626,4537,95.990739022472,102.177.176.23
True,1767584680.4731,elite,120.07242930026,1742338231.0909,AS201839 Zaymer PJSC,ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,False,MFC Zaymer LLC,55.0386,82.9425,False,Zaymer PJSC,True,Novosibirsk Oblast,success,Asia/Novosibirsk,630000,1767084054,1767602821.9037,80,http,45.67.215.186:80,False,58.048009872437,112156,3474,96.995589379919,45.67.215.186
True,1767062340.422,elite,120.05292446575,1742477755.6595,AS201839 Zaymer PJSC,ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,False,MFC Zaymer LLC,55.0386,82.9425,False,Zaymer PJSC,True,Novosibirsk Oblast,success,Asia/Novosibirsk,630000,1767083960,1767602821.8669,80,http,45.67.215.246:80,False,72.15428352356,112468,3879,96.666007718291,45.67.215.246
True,1763476774.4502,elite,119.88518887916,1742479051.108,AS14197 HEALTH MARKET SCIENCE,HMS-ASN,Boca Raton,North America,,United States,US,,False,Health Market Science,26.4076,-80.0977,False,LexisNexis Risk Data Management Inc,True,Florida,success,America/New_York,33487,1767083448,1767602821.817,80,http,69.84.182.148:80,False,36.772727966309,115230,3752,96.846581835908,69.84.182.148
True,1766116007.3985,elite,130.86079393155,1756297230.9372,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,New York,North America,,United States,US,,True,"Cloudflare London, LLC",40.7191,-74.0091,False,Olo Inc,True,New York,success,America/New_York,10013,1767185744,1767602821.5512,80,http,216.205.52.106:80,False,54.042100906372,75689,187,99.753545258053,216.205.52.106
True,1766156078.509,elite,144.57171914966,1765206992.9098,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Washington,North America,,United States,US,,True,"Cloudflare, Inc.",38.9072,-77.0369,False,"CloudFlare, Inc.",False,District of Columbia,success,America/New_York,20068,1767022003,1767602821.3697,80,http,141.101.114.146:80,False,178.39169502258,15768,2,99.98731769182,141.101.114.146
True,1766909192.6591,elite,119.8618972734,1742421662.1956,AS201839 Zaymer PJSC,ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,False,MFC Zaymer LLC,55.0386,82.9425,False,Zaymer PJSC,True,Novosibirsk Oblast,success,Asia/Novosibirsk,630000,1767083769,1767602821.3391,80,http,45.67.215.22:80,False,392.57764816284,112224,3527,96.952942091213,45.67.215.22
True,1767459066.2447,elite,145.78026746296,1765206693.6721,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Washington,North America,,United States,US,,True,"Cloudflare, Inc.",38.9072,-77.0369,False,"CloudFlare, Inc.",False,District of Columbia,success,America/New_York,20068,1767021227,1767602821.051,80,http,141.101.113.99:80,False,356.35590553284,15828,4,99.974734714502,141.101.113.99
True,1766839823.81,elite,145.43911263663,1764740213.5566,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,North America,,Canada,CA,,True,"Cloudflare, Inc.",43.6532,-79.3832,False,"Cloudflare, Inc.",False,Ontario,success,America/Toronto,M5A,1767159953,1767602820.9158,80,http,108.162.193.152:80,False,38.081407546997,19330,6,99.968969797269,108.162.193.152
True,1767584803.1116,elite,142.49560708691,1761065779.6492,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Frankfurt am Main,Europe,EU,Germany,DE,,True,Gerondata LTD,50.1109,8.68213,False,Gerondata LTD,True,Hesse,success,Europe/Berlin,60313,1767114863,1767602820.9111,80,http,102.177.176.107:80,False,83.432912826538,42990,600,98.623537508603,102.177.176.107
True,1766542071.1847,elite,144.16075042899,1765208322.5061,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Washington,North America,,United States,US,,True,"Cloudflare, Inc.",38.9072,-77.0369,False,"CloudFlare, Inc.",False,District of Columbia,success,America/New_York,20068,1767023137,1767602820.8682,80,http,141.101.113.213:80,False,40.213108062744,15780,2,99.987327334939,141.101.113.213
True,1766843508.924,elite,119.58197676377,1742394547.0379,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,San Jose,North America,,United States,US,Ballbach and SOFA,True,"Cloudflare London, LLC",37.3329,-121.895,False,"Zoom Video Communications, Inc",True,California,success,America/Los_Angeles,95113,1767083584,1767602820.4959,80,http,170.114.45.121:80,False,122.24149703979,111047,3463,96.975809972928,170.114.45.121
True,1766908963.175,elite,120.07508864706,1742335303.5901,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Frankfurt am Main,Europe,EU,Germany,DE,,True,Gerondata LTD,50.1109,8.68213,False,Gerondata LTD,True,Hesse,success,Europe/Berlin,60313,1767083523,1767602820.4251,80,http,102.177.176.112:80,False,50.70161819458,108852,4558,95.980954060488,102.177.176.112
