metadata_alive,metadata_alive_since,metadata_anonymity,metadata_average_timeout,metadata_first_seen,metadata_asn,metadata_asname,metadata_city,metadata_continent,metadata_continent_code,metadata_country,metadata_country_code,metadata_district,metadata_hosting,metadata_isp,metadata_latitude,metadata_longitude,metadata_mobile,metadata_org,metadata_proxy,metadata_region,metadata_status,metadata_timezone,metadata_zip,metadata_last_update,metadata_last_seen,dest_port,metadata_protocol,metadata_proxy_address,metadata_ssl,metadata_timeout,metadata_times_alive,metadata_times_dead,metadata_uptime,dest_ip
True,1767298898.3787,elite,119.68281719756,1750616725.5805,AS201839 Zaymer PJSC,ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,False,MFC Zaymer LLC,55.0386,82.9425,False,Zaymer PJSC,True,Novosibirsk Oblast,success,Asia/Novosibirsk,630000,1767083156,1767602871.5118,80,http,45.67.215.187:80,False,120.75471878052,111945,181,99.838574460874,45.67.215.187
True,1766696444.9927,elite,142.96913975777,1761067592.4799,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Frankfurt am Main,Europe,EU,Germany,DE,,True,Gerondata LTD,50.1109,8.68213,False,Gerondata LTD,True,Hesse,success,Europe/Berlin,60313,1767116932,1767602871.4851,80,http,102.177.176.131:80,False,50.142049789429,43007,603,98.617289612474,102.177.176.131
True,1766844771.8295,elite,119.86127129818,1742364555.7682,AS201839 Zaymer PJSC,ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,False,MFC Zaymer LLC,55.0386,82.9425,False,Zaymer PJSC,True,Novosibirsk Oblast,success,Asia/Novosibirsk,630000,1767083901,1767602870.9632,80,http,45.67.215.165:80,False,72.132587432861,112363,3537,96.948231233822,45.67.215.165
True,1766564413.2472,elite,120.16211537672,1742492448.6142,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,San Jose,North America,,United States,US,Ballbach and SOFA,True,"Cloudflare London, LLC",37.3329,-121.895,False,"Zoom Video Communications, Inc",True,California,success,America/Los_Angeles,95113,1767084034,1767602870.8414,80,http,170.114.45.188:80,False,94.247341156006,111071,3372,97.053555044869,170.114.45.188
True,1767067816.3311,elite,143.92119227042,1764742069.0687,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,North America,,Canada,CA,,True,"Cloudflare, Inc.",43.6532,-79.3832,False,"Cloudflare, Inc.",False,Ontario,success,America/Toronto,M5A,1767162025,1767602870.722,80,http,108.162.193.212:80,False,194.63539123535,19331,4,99.979312128265,108.162.193.212
True,1766145116.8279,elite,120.37458257493,1750625093.3069,AS14197 HEALTH MARKET SCIENCE,HMS-ASN,Boca Raton,North America,,United States,US,,False,Health Market Science,26.4076,-80.0977,False,LexisNexis Risk Data Management Inc,True,Florida,success,America/New_York,33487,1767083139,1767602870.666,80,http,69.84.182.17:80,False,254.85467910767,114552,200,99.825711098717,69.84.182.17
True,1766468058.0345,elite,143.00814199078,1761066737.7368,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,San Francisco,North America,,United States,US,South Beach,True,"Cloudflare, Inc.",37.7803,-122.39,False,Level 3,False,California,success,America/Los_Angeles,94107,1767115660,1767602870.6013,80,http,8.35.211.130:80,False,209.70749855042,45436,96,99.789159272599,8.35.211.130
True,1767458607.0826,elite,146.41165274434,1765205516.3001,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Washington,North America,,United States,US,,True,"Cloudflare, Inc.",38.9072,-77.0369,False,"CloudFlare, Inc.",False,District of Columbia,success,America/New_York,20068,1767020328,1767602870.5986,80,http,141.101.113.129:80,False,68.395376205444,15795,4,99.974681941895,141.101.113.129
True,1767499917.7597,elite,120.55250705449,1742522786.4264,AS14197 HEALTH MARKET SCIENCE,HMS-ASN,Boca Raton,North America,,United States,US,,False,Health Market Science,26.4076,-80.0977,False,LexisNexis Risk Data Management Inc,True,Florida,success,America/New_York,33487,1767082952,1767602870.523,80,http,69.84.182.171:80,False,263.61680030823,114800,3225,97.267528066088,69.84.182.171
True,1767569668.3679,elite,143.80068390082,1765205716.4545,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Washington,North America,,United States,US,,True,"Cloudflare, Inc.",38.9072,-77.0369,False,"CloudFlare, Inc.",False,District of Columbia,success,America/New_York,20068,1767020314,1767602870.515,80,http,141.101.113.42:80,False,274.71017837524,15792,3,99.981006647673,141.101.113.42
True,1766230867.9327,elite,119.25406573814,1720481908.5194,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,London,Europe,EU,United Kingdom,GB,,True,Invermae Solutions SL,51.5072,-0.127586,False,Invermae Solutions SL,True,England,success,Europe/London,W1B,1767083380,1767602870.3902,80,http,185.238.228.152:80,False,52.037000656128,112597,6039,94.909639569776,185.238.228.152
True,1767584722.9679,elite,142.17135004458,1761065934.2997,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,San Francisco,North America,,United States,US,South Beach,True,"Cloudflare, Inc.",37.7803,-122.39,False,Level 3,False,California,success,America/Los_Angeles,94107,1767115207,1767602870.317,80,http,8.35.211.134:80,False,143.48173141479,45491,103,99.774093082423,8.35.211.134
True,1766788648.7971,elite,144.97015260523,1765207467.9705,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Washington,North America,,United States,US,,True,"Cloudflare, Inc.",38.9072,-77.0369,False,"CloudFlare, Inc.",False,District of Columbia,success,America/New_York,20068,1767022376,1767602870.2327,80,http,141.101.113.56:80,False,73.937654495239,15828,2,99.987365761213,141.101.113.56
True,1767298924.6172,elite,145.57246945723,1765208657.652,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,San Francisco,North America,,United States,US,South Beach,True,"Cloudflare, Inc.",37.7803,-122.39,False,Level 3,False,California,success,America/Los_Angeles,94107,1767023337,1767602870.1928,80,http,8.35.211.209:80,False,41.570901870728,16216,6,99.963013191962,8.35.211.209
True,1767458897.8921,elite,120.23123139384,1742340268.3275,AS201839 Zaymer PJSC,ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,False,MFC Zaymer LLC,55.0386,82.9425,False,Zaymer PJSC,True,Novosibirsk Oblast,success,Asia/Novosibirsk,630000,1767083836,1767602870.1295,80,http,45.67.215.138:80,False,94.993591308594,112143,3486,96.985185377371,45.67.215.138
True,1767584699.3089,elite,119.56173274281,1742458952.2418,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,New York,North America,,United States,US,,True,"Cloudflare London, LLC",40.7191,-74.0091,False,Olo Inc,True,New York,success,America/New_York,10013,1767083592,1767602870.0596,80,http,216.205.52.198:80,False,29.329538345337,111892,3415,97.03834112413,216.205.52.198
True,1766843640.4917,elite,120.21682236829,1742334561.4021,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Frankfurt am Main,Europe,EU,Germany,DE,,True,Gerondata LTD,50.1109,8.68213,False,Gerondata LTD,True,Hesse,success,Europe/Berlin,60313,1767083528,1767602869.7701,80,http,102.177.176.108:80,False,84.951877593994,108822,4547,95.989203397754,102.177.176.108
True,1767067680.5185,elite,120.08615094128,1742380340.7231,AS201839 Zaymer PJSC,ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,False,MFC Zaymer LLC,55.0386,82.9425,False,Zaymer PJSC,True,Novosibirsk Oblast,success,Asia/Novosibirsk,630000,1767083767,1767602869.4389,80,http,45.67.215.88:80,False,124.12548065186,112080,3526,96.949985294881,45.67.215.88
True,1766788607.3935,elite,130.33893888261,1756296299.5059,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,New York,North America,,United States,US,,True,"Cloudflare London, LLC",40.7191,-74.0091,False,Olo Inc,True,New York,success,America/New_York,10013,1767184287,1767602869.2947,80,http,216.205.52.141:80,False,181.17213249207,75639,184,99.757329570183,216.205.52.141
True,1766927108.6131,elite,119.7521351074,1742472797.6877,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,New York,North America,,United States,US,,True,"Cloudflare London, LLC",40.7191,-74.0091,False,Olo Inc,True,New York,success,America/New_York,10013,1767083266,1767602869.1348,80,http,216.205.52.115:80,False,13.566732406616,111673,3408,97.038607589437,216.205.52.115
True,1766378411.8294,elite,143.98644221472,1765206211.5263,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Washington,North America,,United States,US,,True,"Cloudflare, Inc.",38.9072,-77.0369,False,"CloudFlare, Inc.",False,District of Columbia,success,America/New_York,20068,1767021104,1767602869.0513,80,http,141.101.113.119:80,False,18.751859664917,15826,4,99.974731522426,141.101.113.119
True,1767298980.8469,elite,146.91904239798,1765208054.734,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Washington,North America,,United States,US,,True,"Cloudflare, Inc.",38.9072,-77.0369,False,"CloudFlare, Inc.",False,District of Columbia,success,America/New_York,20068,1767022669,1767602868.8905,80,http,141.101.113.185:80,False,25.38800239563,15809,7,99.95574102175,141.101.113.185
True,1767584806.9713,elite,120.00638242866,1742394309.1218,AS201839 Zaymer PJSC,ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,False,MFC Zaymer LLC,55.0386,82.9425,False,Zaymer PJSC,True,Novosibirsk Oblast,success,Asia/Novosibirsk,630000,1767083377,1767602868.8872,80,http,45.67.215.26:80,False,92.463731765747,112072,3468,96.998442097975,45.67.215.26
True,1766155899.7966,elite,142.86774748499,1761069075.5554,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,North America,,Canada,CA,,True,"Cloudflare, Inc.",43.6532,-79.3832,False,"Cloudflare, Inc.",False,Ontario,success,America/Toronto,M5A,1767118992,1767602868.7083,80,http,108.162.192.144:80,False,23.891687393188,45468,98,99.784927358118,108.162.192.144
True,1767584689.1208,elite,119.20739114488,1720480883.3856,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,London,Europe,EU,United Kingdom,GB,,True,Invermae Solutions SL,51.5072,-0.127586,False,Invermae Solutions SL,True,England,success,Europe/London,W1B,1767083181,1767602868.6732,80,http,185.238.228.123:80,False,296.10443115234,112567,6109,94.852371161819,185.238.228.123
True,1765973939.0954,elite,119.72406868184,1742385824.5925,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,San Jose,North America,,United States,US,Ballbach and SOFA,True,"Cloudflare London, LLC",37.3329,-121.895,False,"Zoom Video Communications, Inc",True,California,success,America/Los_Angeles,95113,1767083191,1767602868.6314,80,http,170.114.45.228:80,False,354.9427986145,110843,1093,99.023549170955,170.114.45.228
True,1766836377.9015,elite,120.52468204816,1742386738.5256,AS14197 HEALTH MARKET SCIENCE,HMS-ASN,Boca Raton,North America,,United States,US,,False,Health Market Science,26.4076,-80.0977,False,LexisNexis Risk Data Management Inc,True,Florida,success,America/New_York,33487,1767083930,1767602868.4235,80,http,69.84.182.175:80,False,143.18871498108,115006,3451,97.086706568628,69.84.182.175
True,1766680121.242,elite,142.23074060223,1761067554.7039,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Frankfurt am Main,Europe,EU,Germany,DE,,True,Gerondata LTD,50.1109,8.68213,False,Gerondata LTD,True,Hesse,success,Europe/Berlin,60313,1767116830,1767602868.2744,80,http,102.177.176.228:80,False,73.361873626709,42998,598,98.628314524268,102.177.176.228
True,1767584617.8969,elite,142.51579903381,1761065222.8054,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,San Francisco,North America,,United States,US,South Beach,True,"Cloudflare, Inc.",37.7803,-122.39,False,Level 3,False,California,success,America/Los_Angeles,94107,1767114593,1767602868.2637,80,http,8.35.211.162:80,False,65.294742584229,45497,95,99.791630110546,8.35.211.162
True,1766416872.7849,elite,119.10810341976,1720481748.2282,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,London,Europe,EU,United Kingdom,GB,,True,Invermae Solutions SL,51.5072,-0.127586,False,Invermae Solutions SL,True,England,success,Europe/London,W1B,1767084040,1767602868.02,80,http,185.238.228.242:80,False,42.894601821899,112054,2374,97.925332960464,185.238.228.242
True,1766680081.4049,elite,146.22911481146,1764741738.1918,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,North America,,Canada,CA,,True,"Cloudflare, Inc.",43.6532,-79.3832,False,"Cloudflare, Inc.",False,Ontario,success,America/Toronto,M5A,1767161429,1767602867.9314,80,http,108.162.193.142:80,False,170.0279712677,19279,3,99.984441447983,108.162.193.142
True,1766230698.3433,elite,123.88558996443,1753337792.3347,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,New York,North America,,United States,US,,True,"Cloudflare London, LLC",40.7191,-74.0091,False,Olo Inc,True,New York,success,America/New_York,10013,1767251092,1767602867.7217,80,http,216.205.52.183:80,False,136.68251037598,95820,195,99.796906733323,216.205.52.183
True,1766843563.2602,elite,124.07036169399,1753337744.6581,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,New York,North America,,United States,US,,True,"Cloudflare London, LLC",40.7191,-74.0091,False,Olo Inc,True,New York,success,America/New_York,10013,1767250718,1767602867.6345,80,http,216.205.52.185:80,False,304.44073677063,95633,199,99.792344936973,216.205.52.185
True,1767389499.9037,elite,145.71891250935,1764743894.7611,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,San Jose,North America,,United States,US,Ballbach and SOFA,True,"Cloudflare London, LLC",37.3329,-121.895,False,"Zoom Video Communications, Inc",False,California,success,America/Los_Angeles,95113,1767163513,1767602867.6225,80,http,170.114.45.4:80,False,110.68630218506,18656,2,99.989280737485,170.114.45.4
True,1766844750.4026,elite,119.88184159983,1720479356.0882,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,London,Europe,EU,United Kingdom,GB,,True,Invermae Solutions SL,51.5072,-0.127586,False,Invermae Solutions SL,True,England,success,Europe/London,W1B,1767084222,1767602867.5737,80,http,185.238.228.161:80,False,96.866607666016,112058,2425,97.881781574557,185.238.228.161
True,1767298941.2039,elite,119.79507252181,1742448597.3024,AS201839 Zaymer PJSC,ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,False,MFC Zaymer LLC,55.0386,82.9425,False,Zaymer PJSC,True,Novosibirsk Oblast,success,Asia/Novosibirsk,630000,1767083502,1767602867.4716,80,http,45.67.215.143:80,False,116.3854598999,112029,3456,97.007403558904,45.67.215.143
True,1766162659.8356,elite,119.73384815535,1750610128.9814,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Frankfurt am Main,Europe,EU,Germany,DE,,True,Gerondata LTD,50.1109,8.68213,False,Gerondata LTD,True,Hesse,success,Europe/Berlin,60313,1767083240,1767602867.4634,80,http,102.177.176.20:80,False,82.79275894165,108604,1267,98.846829463644,102.177.176.20
True,1766927040.5592,elite,119.90992585522,1742522571.3021,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,San Jose,North America,,United States,US,Ballbach and SOFA,True,"Cloudflare London, LLC",37.3329,-121.895,False,"Zoom Video Communications, Inc",True,California,success,America/Los_Angeles,95113,1767083164,1767602866.9607,80,http,170.114.45.31:80,False,113.32702636719,111186,3380,97.049735523628,170.114.45.31
True,1766964061.6669,elite,119.61940010954,1742334251.4626,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Frankfurt am Main,Europe,EU,Germany,DE,,True,Gerondata LTD,50.1109,8.68213,False,Gerondata LTD,True,Hesse,success,Europe/Berlin,60313,1767083052,1767602866.8965,80,http,102.177.176.116:80,False,73.957681655884,109027,5070,95.556412526184,102.177.176.116
True,1766869437.434,elite,144.4104216374,1764741499.8255,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,North America,,Canada,CA,,True,"Cloudflare, Inc.",43.6532,-79.3832,False,"Cloudflare, Inc.",False,Ontario,success,America/Toronto,M5A,1767161327,1767602866.6288,80,http,108.162.193.131:80,False,29.97350692749,19286,4,99.979263867289,108.162.193.131
True,1766190176.4879,elite,142.12946260951,1761066760.243,AS14197 HEALTH MARKET SCIENCE,HMS-ASN,Boca Raton,North America,,United States,US,,False,Health Market Science,26.4076,-80.0977,False,LexisNexis Risk Data Management Inc,True,Florida,success,America/New_York,33487,1767116226,1767602866.6213,80,http,69.84.182.154:80,False,40.646076202393,45802,101,99.779970808008,69.84.182.154
True,1767458616.5026,elite,119.4263755512,1720482139.48,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,London,Europe,EU,United Kingdom,GB,,True,Invermae Solutions SL,51.5072,-0.127586,False,Invermae Solutions SL,True,England,success,Europe/London,W1B,1767082833,1767602866.576,80,http,185.238.228.165:80,False,74.450969696045,112707,5842,95.072079899451,185.238.228.165
True,1766912197.9452,elite,119.66566911076,1742425443.6889,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,New York,North America,,United States,US,,True,"Cloudflare London, LLC",40.7191,-74.0091,False,Olo Inc,True,New York,success,America/New_York,10013,1767083672,1767602866.3588,80,http,216.205.52.83:80,False,237.13564872742,111774,3457,96.999939252458,216.205.52.83
True,1767584693.2789,elite,120.44453103871,1742439424.4657,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,San Jose,North America,,United States,US,Ballbach and SOFA,True,"Cloudflare London, LLC",37.3329,-121.895,False,"Zoom Video Communications, Inc",True,California,success,America/Los_Angeles,95113,1767083566,1767602866.2309,80,http,170.114.45.205:80,False,353.15084457397,110955,3476,96.962361597819,170.114.45.205
True,1766927148.2836,elite,141.30061120401,1761068171.7173,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Washington,North America,,United States,US,,True,"Cloudflare, Inc.",38.9072,-77.0369,False,"CloudFlare, Inc.",False,District of Columbia,success,America/New_York,20068,1767117347,1767602866.1932,80,http,141.101.113.31:80,False,192.46411323547,44260,95,99.785818960658,141.101.113.31
True,1767067854.1189,elite,119.59142691702,1720480574.0681,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,London,Europe,EU,United Kingdom,GB,,True,Invermae Solutions SL,51.5072,-0.127586,False,Invermae Solutions SL,True,England,success,Europe/London,W1B,1767083330,1767602866.069,80,http,185.238.228.66:80,False,243.52407455444,112066,2408,97.896465572969,185.238.228.66
True,1766844798.7417,elite,119.8850015239,1742335726.3815,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Frankfurt am Main,Europe,EU,Germany,DE,,True,Gerondata LTD,50.1109,8.68213,False,Gerondata LTD,True,Hesse,success,Europe/Berlin,60313,1767083004,1767602866.0283,80,http,102.177.176.212:80,False,65.220832824707,108845,4569,95.971396829316,102.177.176.212
True,1766788604.3304,elite,120.89012875561,1742461901.3735,AS14197 HEALTH MARKET SCIENCE,HMS-ASN,Boca Raton,North America,,United States,US,,False,Health Market Science,26.4076,-80.0977,False,LexisNexis Risk Data Management Inc,True,Florida,success,America/New_York,33487,1767083352,1767602866.0229,80,http,69.84.182.242:80,False,144.4091796875,114799,1058,99.086805285827,69.84.182.242
True,1767584898.335,elite,143.63554562732,1761064874.7284,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,San Francisco,North America,,United States,US,South Beach,True,"Cloudflare, Inc.",37.7803,-122.39,False,Level 3,False,California,success,America/Los_Angeles,94107,1767114105,1767602866.0187,80,http,8.35.211.164:80,False,184.13901329041,45491,102,99.776281446713,8.35.211.164
True,1766836380.9093,elite,119.21971242751,1742547540.6444,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,San Jose,North America,,United States,US,Ballbach and SOFA,True,"Cloudflare London, LLC",37.3329,-121.895,False,"Zoom Video Communications, Inc",True,California,success,America/Los_Angeles,95113,1767083219,1767602865.8631,80,http,170.114.45.163:80,False,315.20318984985,111275,3663,96.813064434739,170.114.45.163
True,1766696529.3221,elite,120.47461892741,1742461496.0522,AS14197 HEALTH MARKET SCIENCE,HMS-ASN,Boca Raton,North America,,United States,US,,False,Health Market Science,26.4076,-80.0977,False,LexisNexis Risk Data Management Inc,True,Florida,success,America/New_York,33487,1767083214,1767602865.5465,80,http,69.84.182.249:80,False,114.78519439697,114784,4018,96.617902055521,69.84.182.249
True,1766908947.0824,elite,118.51265043325,1720480067.7328,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,London,Europe,EU,United Kingdom,GB,,True,Invermae Solutions SL,51.5072,-0.127586,False,Invermae Solutions SL,True,England,success,Europe/London,W1B,1767083483,1767602865.4097,80,http,185.238.228.145:80,False,215.96884727478,112547,5616,95.247243214881,185.238.228.145
True,1766912206.068,elite,118.83596012176,1720481617.7243,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,London,Europe,EU,United Kingdom,GB,,True,Invermae Solutions SL,51.5072,-0.127586,False,Invermae Solutions SL,True,England,success,Europe/London,W1B,1767083315,1767602865.2152,80,http,185.238.228.44:80,False,77.500581741333,112505,6102,94.855278356252,185.238.228.44
True,1767067824.4459,elite,120.37960093122,1750623371.7151,AS14197 HEALTH MARKET SCIENCE,HMS-ASN,Boca Raton,North America,,United States,US,,False,Health Market Science,26.4076,-80.0977,False,LexisNexis Risk Data Management Inc,True,Florida,success,America/New_York,33487,1767083257,1767602865.1367,80,http,69.84.182.230:80,False,150.04467964172,114683,208,99.818958839248,69.84.182.230
True,1766788633.5474,elite,119.30335459256,1720482315.1711,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,London,Europe,EU,United Kingdom,GB,,True,Invermae Solutions SL,51.5072,-0.127586,False,Invermae Solutions SL,True,England,success,Europe/London,W1B,1767083077,1767602864.8611,80,http,185.238.228.180:80,False,26.380300521851,111984,2385,97.914644702673,185.238.228.180
True,1766696718.8232,elite,119.76177180101,1720480000.0647,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,London,Europe,EU,United Kingdom,GB,,True,Invermae Solutions SL,51.5072,-0.127586,False,Invermae Solutions SL,True,England,success,Europe/London,W1B,1767083676,1767602864.8187,80,http,185.238.228.12:80,False,20.894527435303,112133,4784,95.908208387146,185.238.228.12
True,1767602864.8128,elite,1361.7290618343,1697036049.4134,AS22773 Cox Communications Inc.,ASN-CXA-ALL-CCI-22773-RDC,San Diego,North America,,United States,US,,False,Cox Communications Inc.,32.7104,-117.0528,False,Cox Communications,True,California,success,America/Los_Angeles,92114,1767245912,1767602864.8128,4145,socks4,68.1.210.163:4145,True,794.05903816223,191827,679461,22.01648593806,68.1.210.163
True,1766981143.1872,elite,142.79870096248,1761069737.8659,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,North America,,Canada,CA,,True,"Cloudflare, Inc.",43.6532,-79.3832,False,"Cloudflare, Inc.",False,Ontario,success,America/Toronto,M5A,1767118635,1767602864.797,80,http,108.162.192.20:80,False,49.071788787842,45426,100,99.780345297193,108.162.192.20
True,1767299084.4458,elite,123.50668025863,1753337106.1953,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,New York,North America,,United States,US,,True,"Cloudflare London, LLC",40.7191,-74.0091,False,Olo Inc,True,New York,success,America/New_York,10013,1767250232,1767602864.7601,80,http,216.205.52.239:80,False,61.184406280518,95710,195,99.796673791773,216.205.52.239
True,1766912127.2149,elite,121.84033878312,1752325770.1027,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,San Francisco,North America,,United States,US,South Beach,True,"Cloudflare, Inc.",37.7803,-122.39,False,Level 3,False,California,success,America/Los_Angeles,94107,1767082858,1767602864.7349,80,http,8.35.211.182:80,False,43.829441070557,105013,192,99.81749916829,8.35.211.182
True,1767584693.3672,elite,119.74631937754,1742665613.7665,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,New York,North America,,United States,US,,True,"Cloudflare London, LLC",40.7191,-74.0091,False,Olo Inc,True,New York,success,America/New_York,10013,1767083740,1767602864.674,80,http,216.205.52.238:80,False,188.89927864075,111763,3353,97.087285868168,216.205.52.238
True,1766783905.4104,elite,119.52437185412,1742807714.0434,AS14197 HEALTH MARKET SCIENCE,HMS-ASN,Boca Raton,North America,,United States,US,,False,Health Market Science,26.4076,-80.0977,False,LexisNexis Risk Data Management Inc,True,Florida,success,America/New_York,33487,1767083585,1767602864.6647,80,http,69.84.182.181:80,False,26.335954666138,115730,4433,96.310844436307,69.84.182.181
True,1767067723.2333,elite,131.44237685377,1756297149.4382,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Frankfurt am Main,Europe,EU,Germany,DE,,True,Gerondata LTD,50.1109,8.68213,False,Gerondata LTD,True,Hesse,success,Europe/Berlin,60313,1767185840,1767602864.4776,80,http,102.177.176.183:80,False,57.222843170166,72812,1261,98.297625315567,102.177.176.183
True,1767389585.508,elite,141.97653103868,1761068212.9517,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,North America,,Canada,CA,,True,"Cloudflare, Inc.",43.6532,-79.3832,False,"Cloudflare, Inc.",False,Ontario,success,America/Toronto,M5A,1767117561,1767602864.4489,80,http,108.162.192.200:80,False,131.40606880188,45523,99,99.7829994301,108.162.192.200
True,1766836221.0194,elite,120.44196344498,1742414216.8531,AS201839 Zaymer PJSC,ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,False,MFC Zaymer LLC,55.0386,82.9425,False,Zaymer PJSC,True,Novosibirsk Oblast,success,Asia/Novosibirsk,630000,1767083637,1767602864.2724,80,http,45.67.215.100:80,False,262.2549533844,112222,3466,97.004010787636,45.67.215.100
True,1766963982.8135,elite,141.0639514193,1761066695.6363,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Frankfurt am Main,Europe,EU,Germany,DE,,True,Gerondata LTD,50.1109,8.68213,False,Gerondata LTD,True,Hesse,success,Europe/Berlin,60313,1767115963,1767602864.2045,80,http,102.177.176.1:80,False,45.186281204224,43055,597,98.632365069184,102.177.176.1
True,1765417263.8144,elite,140.93611026902,1761068365.3288,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,San Francisco,North America,,United States,US,South Beach,True,"Cloudflare, Inc.",37.7803,-122.39,False,Level 3,False,California,success,America/Los_Angeles,94107,1767117996,1767602864.2025,80,http,8.35.211.179:80,False,39.058446884155,45489,98,99.785026432974,8.35.211.179
True,1767584930.7112,elite,142.23488949441,1764741409.6789,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,North America,,Canada,CA,,True,"Cloudflare, Inc.",43.6532,-79.3832,False,"Cloudflare, Inc.",False,Ontario,success,America/Toronto,M5A,1767161107,1767602864.1841,80,http,108.162.193.247:80,False,184.68737602234,19287,6,99.968900637537,108.162.193.247
True,1766869563.3558,elite,120.23558274151,1720480973.7582,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,London,Europe,EU,United Kingdom,GB,,True,Invermae Solutions SL,51.5072,-0.127586,False,Invermae Solutions SL,True,England,success,Europe/London,W1B,1767083356,1767602864.1206,80,http,185.238.228.6:80,False,626.63006782532,111982,2371,97.926595716772,185.238.228.6
True,1766836243.2792,elite,132.392475977,1756297683.6252,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Frankfurt am Main,Europe,EU,Germany,DE,,True,Gerondata LTD,50.1109,8.68213,False,Gerondata LTD,True,Hesse,success,Europe/Berlin,60313,1767185776,1767602864.12,80,http,102.177.176.192:80,False,55.132389068604,72825,1265,98.292617087326,102.177.176.192
True,1766836177.9587,elite,131.22660175777,1756297461.4424,AS14197 HEALTH MARKET SCIENCE,HMS-ASN,Boca Raton,North America,,United States,US,,False,Health Market Science,26.4076,-80.0977,False,LexisNexis Risk Data Management Inc,True,Florida,success,America/New_York,33487,1767185752,1767602863.6709,80,http,69.84.182.165:80,False,220.13020515442,78056,206,99.736781579822,69.84.182.165
