alive,alive_since,anonymity,average_timeout,first_seen,ip_data_as,ip_data_asname,ip_data_city,ip_data_continent,ip_data_continentCode,ip_data_country,ip_data_countryCode,ip_data_district,ip_data_hosting,ip_data_isp,ip_data_lat,ip_data_lon,ip_data_mobile,ip_data_org,ip_data_proxy,ip_data_regionName,ip_data_status,ip_data_timezone,ip_data_zip,ip_data_last_update,last_seen,port,protocol,proxy,ssl,timeout,times_alive,times_dead,uptime,ip
true,1759208555.0205,elite,110.33286218605,1742332836.8866,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Gerondata LTD",50.1109,8.68213,false,"Gerondata LTD",true,Hesse,success,Europe/Berlin,60313,1762244034,1762843385.5739,80,http,102.177.176.168:80,false,206.38823509216,77897,1592,97.997207160739,102.177.176.168
true,1761070217.147,elite,140.8432849748,1761070217.147,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Singapore,Asia,AS,Singapore,SG,"Central Water Catchment",true,"Cloudflare London, LLC",1.35208,103.82,false,"Tang Dynastic Technology Pte. LTD",false,"North West",success,Asia/Singapore,858877,1762280091,1762843385.3217,80,http,45.8.211.14:80,false,57.928562164307,12534,0,100,45.8.211.14
true,1759208450.1703,elite,110.04466336826,1742336292.3422,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"New York","North America",NA,"United States",US,,true,"Cloudflare London, LLC",40.7191,-74.0091,false,"Olo Inc",true,"New York",success,America/New_York,10013,1762244394,1762843385.2806,80,http,216.205.52.1:80,false,79.176902770996,79851,963,98.808374786547,216.205.52.1
true,1758185420.0704,elite,113.72259799541,1753336570.6954,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"New York","North America",NA,"United States",US,,true,"Cloudflare London, LLC",40.7191,-74.0091,false,"Olo Inc",true,"New York",success,America/New_York,10013,1762411070,1762843385.2483,80,http,216.205.52.211:80,false,87.857961654663,63918,91,99.857832492306,216.205.52.211
true,1761068049.6204,elite,138.42053046908,1761068049.6204,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,"San Francisco","North America",NA,"United States",US,"South Beach",true,"Cloudflare, Inc.",37.7803,-122.39,false,"Level 3",false,California,success,America/Los_Angeles,94107,1762277925,1762843385.0782,80,http,8.35.211.189:80,false,232.33890533447,12829,0,100,8.35.211.189
true,1761555607.1489,elite,141.00067244568,1761068152.8095,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Singapore,Asia,AS,Singapore,SG,"Central Water Catchment",true,"Cloudflare London, LLC",1.35208,103.82,false,"Tang Dynastic Technology Pte. LTD",false,"North West",success,Asia/Singapore,858877,1762277893,1762843384.9586,80,http,45.8.211.16:80,false,192.10433959961,12527,1,99.992017879949,45.8.211.16
true,1759218261.7854,elite,111.18363623874,1742466986.213,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Moscow,Europe,EU,Russia,RU,,true,"Cloudflare London, LLC",55.8273,37.4661,false,"""BaltTrade"" LLC",true,Moscow,success,Europe/Moscow,,1762244166,1762843384.9279,80,http,185.221.160.158:80,false,110.5751991272,80169,3504,95.812269190778,185.221.160.158
true,1761066693.2033,elite,139.12466833812,1761066693.2033,"AS14197 HEALTH MARKET SCIENCE",HMS-ASN,"Boca Raton","North America",NA,"United States",US,,false,"Health Market Science",26.4076,-80.0977,false,"LexisNexis Risk Data Management Inc",false,Florida,success,America/New_York,33487,1762276635,1762843384.8753,80,http,69.84.182.146:80,false,158.99515151978,12890,0,100,69.84.182.146
true,1761913992.6057,elite,139.74272430942,1761066154.5913,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Washington,"North America",NA,"United States",US,,true,"Cloudflare, Inc.",38.9072,-77.0369,false,"CloudFlare, Inc.",false,"District of Columbia",success,America/New_York,20068,1762276400,1762843384.8364,80,http,141.101.114.224:80,false,166.06760025024,12416,1,99.991946524925,141.101.114.224
true,1761572496.1836,elite,239.2459013531,1750187038.8391,"AS8075 Microsoft Corporation",MICROSOFT-CORP-MSN-AS-BLOCK,Amsterdam,Europe,EU,Netherlands,NL,,true,"Microsoft Corporation",52.3667,4.9,false,"Microsoft Azure Cloud (westeurope)",true,"North Holland",success,Europe/Amsterdam,1047,1762284555,1762843384.7881,80,http,108.141.130.146:80,false,140.81215858459,83432,148,99.822924144532,108.141.130.146
true,1759218301.9818,elite,121.50610573666,1756298562.6406,"AS14197 HEALTH MARKET SCIENCE",HMS-ASN,"Boca Raton","North America",NA,"United States",US,,false,"Health Market Science",26.4076,-80.0977,false,"LexisNexis Risk Data Management Inc",true,Florida,success,America/New_York,33487,1762348179,1762843384.4937,80,http,69.84.182.188:80,false,112.43581771851,45174,93,99.794552322884,69.84.182.188
true,1757591975.5997,elite,115.58443606232,1754409263.4562,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,"North America",NA,Canada,CA,,true,"Cloudflare, Inc.",43.6532,-79.3832,false,"Cloudflare, Inc.",false,Ontario,success,America/Toronto,M5A,1762273434,1762843384.3515,80,http,108.162.193.110:80,false,64.035415649414,58355,36,99.938346663013,108.162.193.110
true,1759218104.4538,elite,109.39960047422,1742528607.6683,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"San Jose","North America",NA,"United States",US,"Ballbach and SOFA",true,"Cloudflare London, LLC",37.3329,-121.895,false,"Zoom Video Communications, Inc",true,California,success,America/Los_Angeles,95113,1762244017,1762843384.3149,80,http,170.114.45.21:80,false,253.39818000793,79393,3118,96.221109912618,170.114.45.21
true,1759218199.8623,elite,110.59050042769,1742428301.9591,"AS201839 Zaymer PJSC",ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,false,"MFC Zaymer LLC",55.0386,82.9425,false,"Zaymer PJSC",true,"Novosibirsk Oblast",success,Asia/Novosibirsk,630000,1762244222,1762843384.3131,80,http,45.67.215.136:80,false,314.5694732666,80292,3365,95.977622912607,45.67.215.136
true,1759208178.4297,elite,110.6612767781,1742442777.2298,"AS201839 Zaymer PJSC",ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,false,"MFC Zaymer LLC",55.0386,82.9425,false,"Zaymer PJSC",true,"Novosibirsk Oblast",success,Asia/Novosibirsk,630000,1762244546,1762843384.2661,80,http,45.67.215.94:80,false,491.1470413208,80146,981,98.790784818864,45.67.215.94
true,1761700533.6357,elite,110.76626252596,1742512706.4618,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"New York","North America",NA,"United States",US,,true,"Cloudflare London, LLC",40.7191,-74.0091,false,"Olo Inc",true,"New York",success,America/New_York,10013,1762243926,1762843383.9877,80,http,216.205.52.12:80,false,54.002046585083,79930,3177,96.177217322247,216.205.52.12
true,1759218095.7063,elite,109.54887578603,1742335518.1905,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"New York","North America",NA,"United States",US,,true,"Cloudflare London, LLC",40.7191,-74.0091,false,"Olo Inc",true,"New York",success,America/New_York,10013,1762244049,1762843383.8662,80,http,216.205.52.244:80,false,167.74702072144,80217,3889,95.376073050674,216.205.52.244
true,1758180827.1227,elite,110.8509190257,1742440281.8997,"AS201839 Zaymer PJSC",ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,false,"MFC Zaymer LLC",55.0386,82.9425,false,"Zaymer PJSC",true,"Novosibirsk Oblast",success,Asia/Novosibirsk,630000,1762244049,1762843383.6682,80,http,45.67.215.157:80,false,82.409143447876,80210,3351,95.989755986644,45.67.215.157
true,1759218165.5983,elite,110.44420979184,1750610128.9814,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Gerondata LTD",50.1109,8.68213,false,"Gerondata LTD",true,Hesse,success,Europe/Berlin,60313,1762244234,1762843383.66,80,http,102.177.176.20:80,false,94.099760055542,77885,668,99.149618728756,102.177.176.20
true,1762174970.4999,elite,121.23878620213,1756296172.9196,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Moscow,Europe,EU,Russia,RU,,true,"Cloudflare London, LLC",55.8273,37.4661,false,"""BaltTrade"" LLC",true,Moscow,success,Europe/Moscow,,1762344947,1762843383.5776,80,http,185.221.160.112:80,false,81.870555877686,43946,101,99.770699480101,185.221.160.112
true,1758181685.2283,elite,116.45094915269,1754410769.8745,"AS201839 Zaymer PJSC",ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,false,"MFC Zaymer LLC",55.0386,82.9425,false,"Zaymer PJSC",true,"Novosibirsk Oblast",success,Asia/Novosibirsk,630000,1762274765,1762843383.347,80,http,45.67.215.34:80,false,69.882869720459,57031,105,99.816227947354,45.67.215.34
true,1761067025.6151,elite,137.94040233541,1761067025.6151,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Washington,"North America",NA,"United States",US,,true,"Cloudflare, Inc.",38.9072,-77.0369,false,"CloudFlare, Inc.",false,"District of Columbia",success,America/New_York,20068,1762276690,1762843383.0406,80,http,141.101.113.122:80,false,253.49020957947,12499,0,100,141.101.113.122
true,1761065837.374,elite,138.29455034827,1761065837.374,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Washington,"North America",NA,"United States",US,,true,"Cloudflare, Inc.",38.9072,-77.0369,false,"CloudFlare, Inc.",false,"District of Columbia",success,America/New_York,20068,1762275769,1762843383.0069,80,http,141.101.114.220:80,false,134.24253463745,12437,0,100,141.101.114.220
true,1761070049.54,elite,140.87180330263,1761070049.54,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"San Jose","North America",NA,"United States",US,"Ballbach and SOFA",true,"Cloudflare London, LLC",37.3329,-121.895,false,"Zoom Video Communications, Inc",false,California,success,America/Los_Angeles,95113,1762280098,1762843382.9867,80,http,170.114.45.73:80,false,32.425165176392,12388,0,100,170.114.45.73
true,1759208337.3,elite,110.56684898528,1742450320.6014,"AS201839 Zaymer PJSC",ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,false,"MFC Zaymer LLC",55.0386,82.9425,false,"Zaymer PJSC",true,"Novosibirsk Oblast",success,Asia/Novosibirsk,630000,1762243979,1762843382.8908,80,http,45.67.215.72:80,false,77.484130859375,80191,970,98.804844691416,45.67.215.72
true,1761786509.7437,elite,109.86967919448,1720490239.4932,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,"North America",NA,Canada,CA,,true,"Cloudflare, Inc.",43.6532,-79.3832,false,"Cloudflare, Inc.",false,Ontario,success,America/Toronto,M5A,1762244630,1762843382.82,80,http,108.162.192.123:80,false,58.59899520874,82352,2135,97.472984009374,108.162.192.123
true,1758183732.9237,elite,110.24646431716,1742426776.0466,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"San Jose","North America",NA,"United States",US,"Ballbach and SOFA",true,"Cloudflare London, LLC",37.3329,-121.895,false,"Zoom Video Communications, Inc",true,California,success,America/Los_Angeles,95113,1762243862,1762843382.6995,80,http,170.114.46.114:80,false,197.89266586304,79662,3580,95.699286417914,170.114.46.114
true,1758183175.2712,elite,110.09639207627,1742787818.3169,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"New York","North America",NA,"United States",US,,true,"Cloudflare London, LLC",40.7191,-74.0091,false,"Olo Inc",true,"New York",success,America/New_York,10013,1762244422,1762843382.6963,80,http,216.205.52.119:80,false,142.6694393158,79935,892,98.896408378388,216.205.52.119
true,1761555708.5261,elite,109.64712795059,1742466987.2906,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"New York","North America",NA,"United States",US,,true,"Cloudflare London, LLC",40.7191,-74.0091,false,"Olo Inc",true,"New York",success,America/New_York,10013,1762244371,1762843382.5675,80,http,216.205.52.156:80,false,313.72404098511,79982,3311,96.024876040003,216.205.52.156
true,1759218092.6025,elite,110.06901246643,1720504276.4877,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Washington,"North America",NA,"United States",US,,true,"Cloudflare, Inc.",38.9072,-77.0369,false,"CloudFlare, Inc.",false,"District of Columbia",success,America/New_York,20068,1762244435,1762843382.532,80,http,141.101.113.121:80,false,519.72675323486,80303,4433,94.768457326284,141.101.113.121
true,1759218066.196,elite,111.12605214442,1742499494.4157,"AS201839 Zaymer PJSC",ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,false,"MFC Zaymer LLC",55.0386,82.9425,false,"Zaymer PJSC",true,"Novosibirsk Oblast",success,Asia/Novosibirsk,630000,1762244043,1762843382.4868,80,http,45.67.215.191:80,false,47.331571578979,80049,836,98.966433825802,45.67.215.191
true,1758178566.5592,elite,121.62844841642,1756299627.8961,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"San Jose","North America",NA,"United States",US,"Ballbach and SOFA",true,"Cloudflare London, LLC",37.3329,-121.895,false,"Zoom Video Communications, Inc",true,California,success,America/Los_Angeles,95113,1762349161,1762843382.4744,80,http,170.114.45.122:80,false,74.141025543213,43522,85,99.80507716651,170.114.45.122
true,1758180756.0268,elite,110.51155391891,1742406811.2824,"AS14197 HEALTH MARKET SCIENCE",HMS-ASN,"Boca Raton","North America",NA,"United States",US,,false,"Health Market Science",26.4076,-80.0977,false,"LexisNexis Risk Data Management Inc",true,Florida,success,America/New_York,33487,1762244398,1762843382.4659,80,http,69.84.182.139:80,false,328.81569862366,81830,4069,95.263041478946,69.84.182.139
true,1762175033.9813,elite,121.68564079194,1756298123.6516,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"San Jose","North America",NA,"United States",US,"Ballbach and SOFA",true,"Cloudflare London, LLC",37.3329,-121.895,false,"Zoom Video Communications, Inc",true,California,success,America/Los_Angeles,95113,1762347180,1762843382.3904,80,http,170.114.45.152:80,false,30.732154846191,43547,103,99.76403207331,170.114.45.152
true,1759218252.8862,elite,110.38964148244,1742441961.2243,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Vilnius,Europe,EU,Lithuania,LT,,true,"Lrtc Network",54.6884,25.2152,false,"SC ""Lithuanian Radio and TV Center""",true,Vilnius,success,Europe/Vilnius,04347,1762244317,1762843382.3439,80,http,89.116.250.120:80,false,60.217380523682,81613,3347,96.06049905838,89.116.250.120
true,1761555557.9422,elite,110.4604787758,1742461794.0991,"AS201839 Zaymer PJSC",ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,false,"MFC Zaymer LLC",55.0386,82.9425,false,"Zaymer PJSC",true,"Novosibirsk Oblast",success,Asia/Novosibirsk,630000,1762243688,1762843382.3213,80,http,45.67.215.56:80,false,107.2781085968,79977,4053,95.176722599072,45.67.215.56
true,1759218111.3944,elite,110.78499171735,1742334176.4365,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Gerondata LTD",50.1109,8.68213,false,"Gerondata LTD",true,Hesse,success,Europe/Berlin,60313,1762244747,1762843382.1877,80,http,102.177.176.132:80,false,29.979228973389,78237,4135,94.980090321954,102.177.176.132
true,1761451138.0322,elite,110.78229759865,1742335307.8649,"AS14197 HEALTH MARKET SCIENCE",HMS-ASN,"Boca Raton","North America",NA,"United States",US,,false,"Health Market Science",26.4076,-80.0977,false,"LexisNexis Risk Data Management Inc",true,Florida,success,America/New_York,33487,1762243595,1762843382.176,80,http,69.84.182.124:80,false,44.270515441895,81942,3384,96.034034174812,69.84.182.124
true,1761555684.2054,elite,138.55227147354,1761066771.2501,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,"San Francisco","North America",NA,"United States",US,"South Beach",true,"Cloudflare, Inc.",37.7803,-122.39,false,"Level 3",false,California,success,America/Los_Angeles,94107,1762276941,1762843381.8472,80,http,8.35.211.173:80,false,134.9413394928,12833,1,99.992208196977,8.35.211.173
true,1758183066.5375,elite,110.74825782485,1742394945.3547,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"San Jose","North America",NA,"United States",US,"Ballbach and SOFA",true,"Cloudflare London, LLC",37.3329,-121.895,false,"Zoom Video Communications, Inc",true,California,success,America/Los_Angeles,95113,1762243858,1762843381.7468,80,http,170.114.45.218:80,false,42.712450027466,79212,3383,95.904110418306,170.114.45.218
true,1761068669.6354,elite,138.11358507437,1761068669.6354,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Gerondata LTD",50.1109,8.68213,false,"Gerondata LTD",false,Hesse,success,Europe/Berlin,60313,1762278387,1762843381.6492,80,http,102.177.176.27:80,false,38.042068481445,12336,0,100,102.177.176.27
true,1761066151.8937,elite,138.0099272235,1761066151.8937,"AS14197 HEALTH MARKET SCIENCE",HMS-ASN,"Boca Raton","North America",NA,"United States",US,,false,"Health Market Science",26.4076,-80.0977,false,"LexisNexis Risk Data Management Inc",false,Florida,success,America/New_York,33487,1762275881,1762843381.6412,80,http,69.84.182.113:80,false,82.712173461914,12913,0,100,69.84.182.113
true,1762616641.7212,elite,120.85136010107,1756297066.4663,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Moscow,Europe,EU,Russia,RU,,true,"Cloudflare London, LLC",55.8273,37.4661,false,"""BaltTrade"" LLC",true,Moscow,success,Europe/Moscow,,1762346489,1762843381.6105,80,http,185.221.160.210:80,false,112.14828491211,43859,102,99.767976160688,185.221.160.210
true,1761067489.5133,elite,140.3079778331,1761067489.5133,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Gerondata LTD",50.1109,8.68213,false,"Gerondata LTD",false,Hesse,success,Europe/Berlin,60313,1762277218,1762843381.5712,80,http,102.177.176.163:80,false,72.427272796631,12318,0,100,102.177.176.163
true,1761066003.8957,elite,138.82360360533,1761066003.8957,"AS14197 HEALTH MARKET SCIENCE",HMS-ASN,"Boca Raton","North America",NA,"United States",US,,false,"Health Market Science",26.4076,-80.0977,false,"LexisNexis Risk Data Management Inc",false,Florida,success,America/New_York,33487,1762275766,1762843381.4202,80,http,69.84.182.136:80,false,447.1549987793,12916,0,100,69.84.182.136
true,1761066737.7368,elite,138.82776833564,1761066737.7368,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,"San Francisco","North America",NA,"United States",US,"South Beach",true,"Cloudflare, Inc.",37.7803,-122.39,false,"Level 3",false,California,success,America/Los_Angeles,94107,1762276405,1762843381.282,80,http,8.35.211.130:80,false,337.60833740234,12800,0,100,8.35.211.130
true,1761555559.8113,elite,137.83849216801,1761066576.8273,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Gerondata LTD",50.1109,8.68213,false,"Gerondata LTD",false,Hesse,success,Europe/Berlin,60313,1762276505,1762843380.9575,80,http,102.177.176.99:80,false,185.24074554443,12330,1,99.991890357635,102.177.176.99
true,1759208300.6976,elite,110.33861558755,1742333955.6743,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Gerondata LTD",50.1109,8.68213,false,"Gerondata LTD",true,Hesse,success,Europe/Berlin,60313,1762244208,1762843380.9439,80,http,102.177.176.123:80,false,28.64146232605,78016,3939,95.193703861875,102.177.176.123
true,1760231273.1466,elite,109.90184966215,1742478055.1096,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"New York","North America",NA,"United States",US,,true,"Cloudflare London, LLC",40.7191,-74.0091,false,"Olo Inc",true,"New York",success,America/New_York,10013,1762243968,1762843380.9412,80,http,216.205.52.27:80,false,208.29701423645,79769,3291,96.037803997111,216.205.52.27
true,1761068630.1615,elite,141.47776849672,1761068630.1615,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Washington,"North America",NA,"United States",US,,true,"Cloudflare, Inc.",38.9072,-77.0369,false,"CloudFlare, Inc.",false,"District of Columbia",success,America/New_York,20068,1762278317,1762843380.8152,80,http,141.101.114.207:80,false,46.692371368408,12465,0,100,141.101.114.207
true,1758182328.8792,elite,111.56245096012,1742485323.0149,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"New York","North America",NA,"United States",US,,true,"Cloudflare London, LLC",40.7191,-74.0091,false,"Olo Inc",true,"New York",success,America/New_York,10013,1762243835,1762843380.6057,80,http,216.205.52.194:80,false,54.072380065918,79892,893,98.894596769202,216.205.52.194
true,1759218104.9073,elite,113.64964621363,1753337989.171,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"New York","North America",NA,"United States",US,,true,"Cloudflare London, LLC",40.7191,-74.0091,false,"Olo Inc",true,"New York",success,America/New_York,10013,1762411779,1762843380.5348,80,http,216.205.52.108:80,false,66.918849945068,63926,93,99.854730626845,216.205.52.108
true,1759218179.6271,elite,110.61992432659,1742363673.1549,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Moscow,Europe,EU,Russia,RU,,true,"Cloudflare London, LLC",55.8273,37.4661,false,"""BaltTrade"" LLC",true,Moscow,success,Europe/Moscow,,1762244071,1762843380.4714,80,http,185.221.160.66:80,false,30.398845672607,79848,997,98.766775929247,185.221.160.66
true,1761067475.1024,elite,138.73534121668,1761067475.1024,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,"North America",NA,Canada,CA,,true,"Cloudflare, Inc.",43.6532,-79.3832,false,"Cloudflare, Inc.",false,Ontario,success,America/Toronto,M5A,1762277280,1762843380.3744,80,http,108.162.194.207:80,false,77.487707138062,12848,0,100,108.162.194.207
true,1759218109.0493,elite,113.32586019179,1753337106.1953,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"New York","North America",NA,"United States",US,,true,"Cloudflare London, LLC",40.7191,-74.0091,false,"Olo Inc",true,"New York",success,America/New_York,10013,1762410597,1762843380.3321,80,http,216.205.52.239:80,false,62.297582626343,63890,97,99.848406707612,216.205.52.239
true,1761555531.8155,elite,111.18944081026,1742507246.6676,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"New York","North America",NA,"United States",US,,true,"Cloudflare London, LLC",40.7191,-74.0091,false,"Olo Inc",true,"New York",success,America/New_York,10013,1762243722,1762843380.2138,80,http,216.205.52.130:80,false,123.25143814087,79876,3195,96.153892453443,216.205.52.130
true,1759208374.8973,elite,109.56770086257,1742681538.1392,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"San Jose","North America",NA,"United States",US,"Ballbach and SOFA",true,"Cloudflare London, LLC",37.3329,-121.895,false,"Zoom Video Communications, Inc",true,California,success,America/Los_Angeles,95113,1762244270,1762843380.2011,80,http,170.114.45.210:80,false,345.86644172668,79727,1023,98.733126934985,170.114.45.210
true,1758182528.8977,elite,110.18372405648,1742426588.2704,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Singapore,Asia,AS,Singapore,SG,"Central Water Catchment",true,"Cloudflare London, LLC",1.35208,103.82,false,"Tang Dynastic Technology Pte. LTD",true,"North West",success,Asia/Singapore,858877,1762244133,1762843380.036,80,http,45.8.211.188:80,false,87.610483169556,80335,3374,95.969370079681,45.8.211.188
true,1762180737.6589,elite,139.90587366816,1761066161.2479,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Washington,"North America",NA,"United States",US,,true,"Cloudflare, Inc.",38.9072,-77.0369,false,"CloudFlare, Inc.",false,"District of Columbia",success,America/New_York,20068,1762276045,1762843380.0232,80,http,141.101.114.231:80,false,194.65160369873,12477,1,99.991985895176,141.101.114.231
true,1761555818.2757,elite,139.22363135257,1761067674.5423,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,"North America",NA,Canada,CA,,true,"Cloudflare, Inc.",43.6532,-79.3832,false,"Cloudflare, Inc.",false,Ontario,success,America/Toronto,M5A,1762277653,1762843380.0084,80,http,108.162.192.10:80,false,43.840646743774,12823,1,99.992202121023,108.162.192.10
true,1758185728.9003,elite,110.49601511305,1742488502.3352,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"New York","North America",NA,"United States",US,,true,"Cloudflare London, LLC",40.7191,-74.0091,false,"Olo Inc",true,"New York",success,America/New_York,10013,1762244011,1762843379.9877,80,http,216.205.52.161:80,false,74.217319488525,79900,872,98.920417966622,216.205.52.161
true,1761189055.5544,elite,139.69517231522,1761067616.9081,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Washington,"North America",NA,"United States",US,,true,"Cloudflare, Inc.",38.9072,-77.0369,false,"CloudFlare, Inc.",false,"District of Columbia",success,America/New_York,20068,1762277304,1762843379.9155,80,http,141.101.114.229:80,false,77.589988708496,12486,1,99.991991671338,141.101.114.229
true,1758178032.1006,elite,122.28814820424,1756298479.1776,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Gerondata LTD",50.1109,8.68213,false,"Gerondata LTD",true,Hesse,success,Europe/Berlin,60313,1762347554,1762843379.8622,80,http,102.177.176.172:80,false,75.585842132568,42287,656,98.472393638078,102.177.176.172
true,1759218087.4947,elite,111.06778747989,1742332705.8107,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Gerondata LTD",50.1109,8.68213,false,"Gerondata LTD",true,Hesse,success,Europe/Berlin,60313,1762244393,1762843379.8608,80,http,102.177.176.167:80,false,26.553630828857,77894,1581,98.010695187166,102.177.176.167
true,1762525776.3039,elite,140.48166649608,1761067545.9227,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Washington,"North America",NA,"United States",US,,true,"Cloudflare, Inc.",38.9072,-77.0369,false,"CloudFlare, Inc.",false,"District of Columbia",success,America/New_York,20068,1762277499,1762843379.8232,80,http,141.101.114.35:80,false,64.979553222656,12437,1,99.991960122206,141.101.114.35
true,1761555489.5638,elite,139.67564079915,1761068487.9939,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Gerondata LTD",50.1109,8.68213,false,"Gerondata LTD",false,Hesse,success,Europe/Berlin,60313,1762278164,1762843379.6802,80,http,102.177.176.57:80,false,236.92321777344,12345,1,99.991900210595,102.177.176.57
true,1761067907.7589,elite,140.99583541601,1761067907.7589,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Washington,"North America",NA,"United States",US,,true,"Cloudflare, Inc.",38.9072,-77.0369,false,"CloudFlare, Inc.",false,"District of Columbia",success,America/New_York,20068,1762277604,1762843379.6373,80,http,141.101.114.235:80,false,107.21850395203,12460,0,100,141.101.114.235
true,1759208436.8858,elite,110.00805971223,1742561755.4158,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"New York","North America",NA,"United States",US,,true,"Cloudflare London, LLC",40.7191,-74.0091,false,"Olo Inc",true,"New York",success,America/New_York,10013,1762243780,1762843379.5507,80,http,216.205.52.100:80,false,534.93070602417,80377,7105,91.878329256304,216.205.52.100
true,1761555805.2675,elite,110.09556410559,1742479354.2169,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"San Jose","North America",NA,"United States",US,"Ballbach and SOFA",true,"Cloudflare London, LLC",37.3329,-121.895,false,"Zoom Video Communications, Inc",true,California,success,America/Los_Angeles,95113,1762244179,1762843379.4419,80,http,170.114.45.232:80,false,380.50317764282,79414,3263,96.053315916156,170.114.45.232
true,1761555794.7911,elite,110.00741469484,1721971135.8063,"AS14197 HEALTH MARKET SCIENCE",HMS-ASN,"Boca Raton","North America",NA,"United States",US,,false,"Health Market Science",26.4076,-80.0977,false,"LexisNexis Risk Data Management Inc",true,Florida,success,America/New_York,33487,1762243899,1762843379.2686,80,http,69.84.182.33:80,false,79.258918762207,82366,1844,97.810236313977,69.84.182.33
